,"
UF","
Código do Município","
Município",Fevereiro/2025,Pop IBGE 2024,%,
,ES,320270,Es-Itaguacu,1.933,14.065,"13,74%",
,ES,320280,Es-Itapemirim,6.602,43.362,"15,23%",
,ES,320290,Es-Itarana,1.944,10.984,"17,70%",
,ES,320300,Es-Iuna,2.942,30.444,"9,66%",
,ES,320305,Es-Jaguare,3.687,31.232,"11,81%",
,ES,320310,Es-Jeronimo Monteiro,717,12.079,"5,94%",
,ES,320313,Es-Joao Neiva,2.968,14.391,"20,62%",
,ES,320316,Es-Laranja da Terra,524,11.572,"4,53%",
,ES,320320,Es-Linhares,50.408,181.912,"27,71%",
,ES,320330,Es-Mantenopolis,578,13.173,"4,39%",
,ES,320332,Es-Marataizes,5.302,45.418,"11,67%",
,ES,320334,Es-Marechal Floriano,3.800,18.743,"20,27%",
,ES,320335,Es-Marilandia,1.816,13.014,"13,95%",
,ES,320340,Es-Mimoso do Sul,2.413,25.179,"9,58%",
,ES,320350,Es-Montanha,3.018,19.752,"15,28%",
,ES,320360,Es-Mucurici,546,5.660,"9,65%",
,ES,320370,Es-Muniz Freire,1.542,18.811,"8,20%",
,ES,320380,Es-Muqui,1.369,14.213,"9,63%",
,ES,320390,Es-Nova Venecia,9.215,52.084,"17,69%",
,ES,320400,Es-Pancas,1.189,19.270,"6,17%",
,ES,320405,Es-Pedro Canario,3.581,22.048,"16,24%",
,ES,320410,Es-Pinheiros,4.030,24.825,"16,23%",
,ES,320420,Es-Piuma,2.904,23.682,"12,26%",
,ES,320425,Es-Ponto Belo,466,6.696,"6,96%",
,ES,320430,Es-Presidente Kennedy,1.378,14.647,"9,41%",
,ES,320435,Es-Rio Bananal,2.067,20.229,"10,22%",
,ES,320440,Es-Rio Novo do Sul,1.262,11.479,"10,99%",
,ES,320450,Es-Santa Leopoldina,673,13.747,"4,90%",
,ES,320455,Es-Santa Maria de Jetiba,7.962,45.062,"17,67%",
,ES,320460,Es-Santa Teresa,4.023,23.796,"16,91%",
,ES,320465,Es-Sao Domingos do Norte,1.293,9.008,"14,35%",
,ES,320470,Es-Sao Gabriel da Palha,6.453,34.210,"18,86%",
,ES,320480,Es-Sao Jose do Calcado,686,11.373,"6,03%",
,ES,320490,Es-Sao Mateus,23.626,133.359,"17,72%",
,ES,320495,Es-Sao Roque do Canaa,1.656,11.271,"14,69%",
,ES,320500,Es-Serra,160.223,572.274,"28,00%",
,ES,320501,Es-Sooretama,4.707,28.453,"16,54%",
,ES,320503,Es-Vargem Alta,3.096,20.353,"15,21%",
,ES,320506,Es-Venda Nova do Imigrante,5.366,25.168,"21,32%",
,ES,320510,Es-Viana,19.411,78.442,"24,75%",
,ES,320515,Es-Vila Pavao,537,9.298,"5,78%",
,ES,320517,Es-Vila Valerio,1.830,14.263,"12,83%",
,ES,320520,Es-Vila Velha,118.226,502.899,"23,51%",
,ES,320530,Es-Vitoria,166.069,342.800,"48,44%",
,RJ,330010,Rj-Angra dos Reis,40.723,179.120,"22,74%",
,RJ,330015,Rj-Aperibe,1.379,11.420,"12,08%",
,RJ,330020,Rj-Araruama,22.503,137.773,"16,33%",
,RJ,330022,Rj-Areal,2.862,12.236,"23,39%",
,RJ,330023,Rj-Armacao de Buzios,14.126,42.442,"33,28%",
,RJ,330025,Rj-Arraial do Cabo,6.508,32.794,"19,85%",
,RJ,330030,Rj-Barra do Pirai,16.333,98.501,"16,58%",
,RJ,330040,Rj-Barra Mansa,30.915,181.688,"17,02%",
,RJ,330045,Rj-Belford Roxo,22.672,518.263,"4,37%",
,RJ,330050,Rj-Bom Jardim,5.343,29.736,"17,97%",
,RJ,330060,Rj-Bom Jesus do Itabapoana,6.047,37.172,"16,27%",
,RJ,330070,Rj-Cabo Frio,38.744,238.166,"16,27%",
,RJ,330080,Rj-Cachoeiras de Macacu,6.748,59.837,"11,28%",
,RJ,330090,Rj-Cambuci,897,15.070,"5,95%",
,RJ,330093,Rj-Carapebus,1.068,14.325,"7,46%",77
,RJ,330095,Rj-Comendador Levy Gasparian,2.278,9.044,"25,19%",
,RJ,330100,Rj-Campos dos Goytacazes,82.187,519.011,"15,84%",
,RJ,330110,Rj-Cantagalo,3.438,19.996,"17,19%",
,RJ,330115,Rj-Cardoso Moreira,1.158,13.403,"8,64%",
,RJ,330120,Rj-Carmo,3.014,17.740,"16,99%",
,RJ,330130,Rj-Casimiro de Abreu,5.721,48.563,"11,78%",
,RJ,330140,Rj-Conceicao de Macabu,1.505,21.769,"6,91%",
,RJ,330150,Rj-Cordeiro,4.063,21.444,"18,95%",
,RJ,330160,Rj-Duas Barras,908,11.354,"8,00%",
,RJ,330170,Rj-Duque de Caxias,165.125,866.347,"19,06%",78
,RJ,330180,Rj-Engenheiro Paulo de Frontin,1.053,12.648,"8,33%",
,RJ,330185,Rj-Guapimirim,8.840,54.300,"16,28%",
,RJ,330187,Rj-Iguaba Grande,2.062,29.577,"6,97%",
,RJ,330190,Rj-Itaborai,29.228,240.040,"12,18%",
,RJ,330200,Rj-Itaguai,26.161,123.980,"21,10%",
,RJ,330205,Rj-Italva,1.554,14.517,"10,70%",
,RJ,330210,Rj-Itaocara,3.136,23.643,"13,26%",
,RJ,330220,Rj-Itaperuna,27.493,107.246,"25,64%",
,RJ,330225,Rj-Itatiaia,8.474,32.694,"25,92%",
,RJ,330227,Rj-Japeri,6.354,102.149,"6,22%",
,RJ,330230,Rj-Laje do Muriae,703,7.584,"9,27%",
,RJ,330240,Rj-Macae,140.329,264.138,"53,13%",
,RJ,330245,Rj-Macuco,1.627,5.601,"29,05%",
,RJ,330250,Rj-Mage,34.334,244.092,"14,07%",
,RJ,330260,Rj-Mangaratiba,6.451,43.624,"14,79%",
,RJ,330270,Rj-Marica,25.265,211.986,"11,92%",
,RJ,330280,Rj-Mendes,1.660,18.049,"9,20%",
,RJ,330285,Rj-Mesquita,17.337,178.803,"9,70%",
,RJ,330290,Rj-Miguel Pereira,3.769,28.123,"13,40%",
,RJ,330300,Rj-Miracema,3.035,28.411,"10,68%",
,RJ,330310,Rj-Natividade,1.741,15.550,"11,20%",
,RJ,330320,Rj-Nilopolis,14.407,155.544,"9,26%",
,RJ,330330,Rj-Niteroi,172.563,516.720,"33,40%",
,RJ,330340,Rj-Nova Friburgo,54.907,203.328,"27,00%",
,RJ,330350,Rj-Nova Iguacu,96.226,843.046,"11,41%",
,RJ,330360,Rj-Paracambi,7.827,43.656,"17,93%",
,RJ,330370,Rj-Paraiba do Sul,6.708,44.467,"15,09%",
,RJ,330380,Rj-Parati,9.182,47.614,"19,28%",
,RJ,330385,Rj-Paty do Alferes,3.039,31.345,"9,70%",
,RJ,330390,Rj-Petropolis,70.042,294.983,"23,74%",
,RJ,330395,Rj-Pinheiral,2.803,25.085,"11,17%",
,RJ,330400,Rj-Pirai,7.438,29.054,"25,60%",
,RJ,330410,Rj-Porciuncula,1.418,17.832,"7,95%",
,RJ,330411,Rj-Porto Real,6.873,21.064,"32,63%",
,RJ,330412,Rj-Quatis,1.563,14.158,"11,04%",
,RJ,330414,Rj-Queimados,15.742,149.093,"10,56%",
,RJ,330415,Rj-Quissama,1.438,23.126,"6,22%",
,RJ,330420,Rj-Resende,39.296,137.612,"28,56%",
,RJ,330430,Rj-Rio Bonito,13.922,59.113,"23,55%",
,RJ,330440,Rj-Rio Claro,1.350,17.950,"7,52%",
,RJ,330450,Rj-Rio das Flores,2.372,9.264,"25,60%",
,RJ,330452,Rj-Rio das Ostras,31.697,168.099,"18,86%",
,RJ,330455,Rj-Rio de Janeiro,2.098.362,6.729.894,"31,18%",
,RJ,330460,Rj-Santa Maria Madalena,699,10.579,"6,61%",
,RJ,330470,Rj-Santo Antonio de Padua,7.750,43.686,"17,74%",
,RJ,330475,Rj-Sao Francisco de Itabapoana,2.636,47.368,"5,56%",
,RJ,330480,Rj-Sao Fidelis,4.309,41.197,"10,46%",
,RJ,330490,Rj-Sao Goncalo,101.032,960.652,"10,52%",
,RJ,330500,Rj-Sao Joao da Barra,14.054,38.708,"36,31%",
,RJ,330510,Rj-Sao Joao de Meriti,53.157,466.536,"11,39%",
,RJ,330513,Rj-Sao Jose de Uba,442,7.315,"6,04%",
,RJ,330515,Rj-Sao Jose do Vale do Rio Preto,3.810,22.799,"16,71%",
,RJ,330520,Rj-Sao Pedro da Aldeia,13.930,110.556,"12,60%",
,RJ,330530,Rj-Sao Sebastiao do Alto,487,7.999,"6,09%",
,RJ,330540,Rj-Sapucaia,3.749,18.289,"20,50%",
,RJ,330550,Rj-Saquarema,15.654,95.201,"16,44%",
,RJ,330555,Rj-Seropedica,16.741,84.737,"19,76%",
,RJ,330560,Rj-Silva Jardim,3.251,22.026,"14,76%",
,RJ,330570,Rj-Sumidouro,1.615,15.690,"10,29%",
,RJ,330575,Rj-Tangua,3.856,32.858,"11,74%",
,RJ,330580,Rj-Teresopolis,38.497,176.692,"21,79%",
,RJ,330590,Rj-Trajano de Morais,412,10.652,"3,87%",
,RJ,330600,Rj-Tres Rios,20.989,82.300,"25,50%",
,RJ,330610,Rj-Valenca,10.955,71.462,"15,33%",
,RJ,330615,Rj-Varre e Sai,583,10.559,"5,52%",
,RJ,330620,Rj-Vassouras,7.433,35.904,"20,70%",
,RJ,330630,Rj-Volta Redonda,80.989,279.898,"28,94%",
,SP,350010,Sp-Adamantina,11.025,35.642,"30,93%",
,SP,350020,Sp-Adolfo,759,4.478,"16,95%",
,SP,350030,Sp-Aguai,9.188,32.888,"27,94%",
,SP,350040,Sp-Aguas da Prata,1.015,7.470,"13,59%",
,SP,350050,Sp-Aguas de Lindoia,5.958,18.245,"32,66%",
,SP,350055,Sp-Aguas de Santa Barbara,1.523,7.407,"20,56%",
,SP,350060,Sp-Aguas de Sao Pedro,1.038,2.829,"36,69%",
,SP,350070,Sp-Agudos,10.110,38.879,"26,00%",
,SP,350075,Sp-Alambari,824,6.330,"13,02%",
,SP,350080,Sp-Alfredo Marcondes,1.652,4.556,"36,26%",
,SP,350090,Sp-Altair,926,3.479,"26,62%",
,SP,350100,Sp-Altinopolis,3.356,17.156,"19,56%",
,SP,350110,Sp-Alto Alegre,588,3.883,"15,14%",
,SP,350115,Sp-Aluminio,8.112,17.591,"46,11%",
,SP,350120,Sp-Alvares Florence,509,3.978,"12,80%",
,SP,350130,Sp-Alvares Machado,3.328,28.250,"11,78%",
,SP,350140,Sp-Alvaro de Carvalho,171,4.896,"3,49%",
,SP,350150,Sp-Alvinlandia,332,2.923,"11,36%",
,SP,350160,Sp-Americana,79.350,246.655,"32,17%",
,SP,350170,Sp-Americo Brasiliense,11.701,33.757,"34,66%",
,SP,350180,Sp-Americo de Campos,418,5.975,"7,00%",
,SP,350190,Sp-Amparo,26.859,69.717,"38,53%",
,SP,350200,Sp-Analandia,1.407,4.684,"30,04%",
,SP,350210,Sp-Andradina,17.142,61.473,"27,89%",
,SP,350220,Sp-Angatuba,6.002,24.512,"24,49%",
,SP,350230,Sp-Anhembi,892,5.766,"15,47%",
,SP,350240,Sp-Anhumas,284,4.108,"6,91%",
,SP,350250,Sp-Aparecida,11.667,33.223,"35,12%",
,SP,350260,Sp-Aparecida D Oeste,668,4.124,"16,20%",
,SP,350270,Sp-Apiai,5.846,24.886,"23,49%",
,SP,350275,Sp-Aracariguama,11.792,22.168,"53,19%",
,SP,350280,Sp-Aracatuba,57.550,207.775,"27,70%",
,SP,350290,Sp-Aracoiaba da Serra,6.798,33.656,"20,20%",79
,SP,350300,Sp-Aramina,829,5.526,"15,00%",
,SP,350310,Sp-Arandu,1.117,7.050,"15,84%",
,SP,350315,Sp-Arapei,164,2.355,"6,96%",
,SP,350320,Sp-Araraquara,84.806,252.318,"33,61%",
,SP,350330,Sp-Araras,37.904,135.331,"28,01%",
,SP,350335,Sp-Arco-Iris,161,2.085,"7,72%",
,SP,350340,Sp-Arealva,1.533,8.280,"18,51%",
,SP,350350,Sp-Areias,1.030,3.625,"28,41%",
,SP,350360,Sp-Areiopolis,1.518,10.257,"14,80%",
,SP,350370,Sp-Ariranha,2.325,7.653,"30,38%",
,SP,350380,Sp-Artur Nogueira,10.778,53.157,"20,28%",
,SP,350390,Sp-Aruja,31.954,89.943,"35,53%",
,SP,350395,Sp-Aspasia,70,1.873,"3,74%",
,SP,350400,Sp-Assis,23.842,104.642,"22,78%",80
,SP,350410,Sp-Atibaia,51.655,166.043,"31,11%",
,SP,350420,Sp-Auriflama,2.727,13.873,"19,66%",
,SP,350430,Sp-Avai,1.069,4.519,"23,66%",
,SP,350440,Sp-Avanhandava,2.557,11.438,"22,36%",
,SP,350450,Sp-Avare,22.319,96.098,"23,23%",
,SP,350460,Sp-Bady Bassitt,5.241,28.909,"18,13%",
,SP,350470,Sp-Balbinos,115,3.963,"2,90%",
,SP,350480,Sp-Balsamo,2.159,9.854,"21,91%",
,SP,350490,Sp-Bananal,1.469,10.109,"14,53%",
,SP,350500,Sp-Barao de Antonina,438,3.618,"12,11%",
,SP,350510,Sp-Barbosa,803,5.659,"14,19%",
,SP,350520,Sp-Bariri,10.105,32.405,"31,18%",
,SP,350530,Sp-Barra Bonita,12.708,35.159,"36,14%",
,SP,350535,Sp-Barra do Chapeu,196,5.256,"3,73%",
,SP,350540,Sp-Barra do Turvo,515,6.922,"7,44%",
,SP,350550,Sp-Barretos,36.509,126.600,"28,84%",
,SP,350560,Sp-Barrinha,5.100,33.181,"15,37%",
,SP,350570,Sp-Barueri,366.829,330.339,"111,05%",
,SP,350580,Sp-Bastos,6.285,21.900,"28,70%",
,SP,350590,Sp-Batatais,18.162,59.873,"30,33%",
,SP,350600,Sp-Bauru,142.297,391.740,"36,32%",
,SP,350610,Sp-Bebedouro,27.990,78.210,"35,79%",
,SP,350620,Sp-Bento de Abreu,1.049,2.642,"39,70%",
,SP,350630,Sp-Bernardino de Campos,3.957,11.852,"33,39%",
,SP,350635,Sp-Bertioga,15.229,66.873,"22,77%",
,SP,350640,Sp-Bilac,1.630,7.455,"21,86%",
,SP,350650,Sp-Birigui,32.766,122.988,"26,64%",
,SP,350660,Sp-Biritiba-Mirim,3.843,30.526,"12,59%",
,SP,350670,Sp-Boa Esperanca do Sul,2.621,13.135,"19,95%",
,SP,350680,Sp-Bocaina,3.826,11.467,"33,37%",
,SP,350690,Sp-Bofete,2.163,10.688,"20,24%",
,SP,350700,Sp-Boituva,23.424,63.415,"36,94%",
,SP,350710,Sp-Bom Jesus dos Perdoes,6.082,22.501,"27,03%",
,SP,350715,Sp-Bom Sucesso de Itarare,616,3.610,"17,06%",
,SP,350720,Sp-Bora,1.417,928,"152,69%",
,SP,350730,Sp-Boraceia,2.114,4.823,"43,83%",
,SP,350740,Sp-Borborema,2.606,14.415,"18,08%",
,SP,350745,Sp-Borebi,841,2.787,"30,18%",
,SP,350750,Sp-Botucatu,46.639,150.442,"31,00%",
,SP,350760,Sp-Braganca Paulista,52.612,184.634,"28,50%",
,SP,350770,Sp-Brauna,477,5.466,"8,73%",
,SP,350775,Sp-Brejo Alegre,473,2.605,"18,16%",
,SP,350780,Sp-Brodosqui,5.370,26.167,"20,52%",
,SP,350790,Sp-Brotas,7.961,24.423,"32,60%",
,SP,350800,Sp-Buri,4.402,20.674,"21,29%",
,SP,350810,Sp-Buritama,2.998,17.597,"17,04%",
,SP,350820,Sp-Buritizal,1.968,4.447,"44,25%",
,SP,350830,Sp-Cabralia Paulista,872,4.362,"19,99%",
,SP,350840,Sp-Cabreuva,21.232,48.473,"43,80%",
,SP,350850,Sp-Cacapava,22.389,99.678,"22,46%",
,SP,350860,Sp-Cachoeira Paulista,4.386,32.482,"13,50%",
,SP,350870,Sp-Caconde,2.588,17.266,"14,99%",
,SP,350880,Sp-Cafelandia,4.413,16.905,"26,10%",
,SP,350890,Sp-Caiabu,129,3.745,"3,44%",
,SP,350900,Sp-Caieiras,23.702,98.257,"24,12%",
,SP,350910,Sp-Caiua,234,5.585,"4,19%",
,SP,350920,Sp-Cajamar,57.108,97.363,"58,65%",
,SP,350925,Sp-Cajati,6.675,29.257,"22,82%",
,SP,350930,Sp-Cajobi,1.292,9.232,"13,99%",
,SP,350940,Sp-Cajuru,6.505,24.217,"26,86%",
,SP,350945,Sp-Campina do Monte Alegre,608,6.077,"10,00%",
,SP,350950,Sp-Campinas,436.567,1.185.977,"36,81%",
,SP,350960,Sp-Campo Limpo Paulista,11.813,79.663,"14,83%",
,SP,350970,Sp-Campos do Jordao,15.385,47.983,"32,06%",
,SP,350980,Sp-Campos Novos Paulista,687,4.991,"13,76%",
,SP,350990,Sp-Cananeia,1.203,12.489,"9,63%",
,SP,350995,Sp-Canas,963,5.049,"19,07%",
,SP,351000,Sp-Candido Mota,6.573,30.172,"21,79%",
,SP,351010,Sp-Candido Rodrigues,656,2.951,"22,23%",
,SP,351015,Sp-Canitar,254,6.524,"3,89%",
,SP,351020,Sp-Capao Bonito,8.708,47.403,"18,37%",
,SP,351030,Sp-Capela do Alto,4.751,23.597,"20,13%",
,SP,351040,Sp-Capivari,15.719,51.318,"30,63%",
,SP,351050,Sp-Caraguatatuba,26.629,141.084,"18,87%",
,SP,351060,Sp-Carapicuiba,38.695,398.462,"9,71%",
,SP,351070,Sp-Cardoso,1.073,11.491,"9,34%",
,SP,351080,Sp-Casa Branca,7.342,28.786,"25,51%",
,SP,351090,Sp-Cassia dos Coqueiros,371,2.855,"12,99%",
,SP,351100,Sp-Castilho,4.337,20.418,"21,24%",
,SP,351110,Sp-Catanduva,43.770,119.172,"36,73%",
,SP,351120,Sp-Catigua,547,7.105,"7,70%",
,SP,351130,Sp-Cedral,3.966,13.160,"30,14%",
,SP,351140,Sp-Cerqueira Cesar,4.534,22.076,"20,54%",
,SP,351150,Sp-Cerquilho,13.756,46.217,"29,76%",
,SP,351160,Sp-Cesario Lange,8.959,19.588,"45,74%",
,SP,351170,Sp-Charqueada,2.735,15.798,"17,31%",
,SP,351190,Sp-Clementina,1.287,7.087,"18,16%",
,SP,351200,Sp-Colina,8.306,18.842,"44,08%",
,SP,351210,Sp-Colombia,3.760,6.781,"55,45%",
,SP,351220,Sp-Conchal,5.501,29.034,"18,95%",
,SP,351230,Sp-Conchas,3.910,15.381,"25,42%",
,SP,351240,Sp-Cordeiropolis,11.333,25.130,"45,10%",
,SP,351250,Sp-Coroados,1.578,5.498,"28,70%",
,SP,351260,Sp-Coronel Macedo,747,4.295,"17,39%",
,SP,351270,Sp-Corumbatai,1.313,4.285,"30,64%",
,SP,351280,Sp-Cosmopolis,12.140,61.204,"19,84%",
,SP,351290,Sp-Cosmorama,2.980,8.968,"33,23%",
,SP,351300,Sp-Cotia,88.699,287.004,"30,91%",
,SP,351310,Sp-Cravinhos,12.803,34.252,"37,38%",
,SP,351320,Sp-Cristais Paulista,2.084,9.543,"21,84%",
,SP,351330,Sp-Cruzalia,256,2.129,"12,02%",
,SP,351340,Sp-Cruzeiro,18.025,76.513,"23,56%",
,SP,351350,Sp-Cubatao,28.343,115.082,"24,63%",
,SP,351360,Sp-Cunha,2.742,22.456,"12,21%",
,SP,351370,Sp-Descalvado,12.221,32.622,"37,46%",
,SP,351380,Sp-Diadema,97.230,404.118,"24,06%",
,SP,351385,Sp-Dirce Reis,338,1.641,"20,60%",
,SP,351390,Sp-Divinolandia,2.535,11.314,"22,41%",
,SP,351400,Sp-Dobrada,845,8.958,"9,43%",
,SP,351410,Sp-Dois Corregos,6.268,24.855,"25,22%",
,SP,351420,Sp-Dolcinopolis,135,2.250,"6,00%",
,SP,351430,Sp-Dourado,3.348,8.186,"40,90%",
,SP,351440,Sp-Dracena,11.357,46.664,"24,34%",
,SP,351450,Sp-Duartina,2.614,12.529,"20,86%",
,SP,351460,Sp-Dumont,2.511,9.719,"25,84%",
,SP,351470,Sp-Echapora,966,6.295,"15,35%",
,SP,351480,Sp-Eldorado,2.028,13.162,"15,41%",81
,SP,351490,Sp-Elias Fausto,6.979,18.103,"38,55%",
,SP,351492,Sp-Elisiario,578,3.189,"18,12%",
,SP,351495,Sp-Embauba,188,2.353,"7,99%",
,SP,351500,Sp-Embu,46.480,259.323,"17,92%",
,SP,351510,Sp-Embu-Guacu,9.052,68.805,"13,16%",
,SP,351512,Sp-Emilianopolis,212,3.062,"6,92%",
,SP,351515,Sp-Engenheiro Coelho,4.444,20.139,"22,07%",
,SP,351518,Sp-Espirito Santo do Pinhal,14.588,40.681,"35,86%",
,SP,351519,Sp-Espirito Santo do Turvo,834,4.217,"19,78%",
,SP,351520,Sp-Estrela D Oeste,3.840,9.655,"39,77%",
,SP,351530,Sp-Estrela do Norte,130,2.749,"4,73%",
,SP,351535,Sp-Euclides da Cunha Paulista,345,7.928,"4,35%",
,SP,351540,Sp-Fartura,3.479,16.984,"20,48%",
,SP,351550,Sp-Fernandopolis,17.532,73.286,"23,92%",
,SP,351560,Sp-Fernando Prestes,1.968,6.066,"32,44%",
,SP,351565,Sp-Fernao,252,1.689,"14,92%",
,SP,351570,Sp-Ferraz de Vasconcelos,21.678,185.622,"11,68%",
,SP,351580,Sp-Flora Rica,75,1.492,"5,03%",
,SP,351590,Sp-Floreal,254,2.756,"9,22%",
,SP,351600,Sp-Florida Paulista,1.517,13.171,"11,52%",
,SP,351610,Sp-Florinea,242,3.987,"6,07%",
,SP,351620,Sp-Franca,101.810,364.331,"27,94%",82
,SP,351630,Sp-Francisco Morato,8.550,171.107,"5,00%",
,SP,351640,Sp-Franco da Rocha,17.104,149.786,"11,42%",
,SP,351650,Sp-Gabriel Monteiro,763,2.811,"27,14%",
,SP,351660,Sp-Galia,1.288,6.435,"20,02%",
,SP,351670,Sp-Garca,11.556,43.115,"26,80%",
,SP,351680,Sp-Gastao Vidigal,376,3.235,"11,62%",
,SP,351685,Sp-Gaviao Peixoto,4.392,4.797,"91,56%",
,SP,351690,Sp-General Salgado,1.490,10.449,"14,26%",
,SP,351700,Sp-Getulina,1.198,10.355,"11,57%",
,SP,351710,Sp-Glicerio,931,4.173,"22,31%",
,SP,351720,Sp-Guaicara,1.894,11.459,"16,53%",
,SP,351730,Sp-Guaimbe,410,5.606,"7,31%",
,SP,351740,Sp-Guaira,16.339,40.424,"40,42%",
,SP,351750,Sp-Guapiacu,6.029,22.316,"27,02%",
,SP,351760,Sp-Guapiara,2.193,17.256,"12,71%",
,SP,351770,Sp-Guara,3.596,18.790,"19,14%",
,SP,351780,Sp-Guaracai,1.202,7.486,"16,06%",
,SP,351790,Sp-Guaraci,2.264,10.542,"21,48%",
,SP,351800,Sp-Guarani D Oeste,185,1.999,"9,25%",
,SP,351810,Sp-Guaranta,906,6.531,"13,87%",
,SP,351820,Sp-Guararapes,7.118,31.872,"22,33%",
,SP,351830,Sp-Guararema,8.535,32.436,"26,31%",
,SP,351840,Sp-Guaratingueta,31.076,121.710,"25,53%",
,SP,351850,Sp-Guarei,2.944,15.268,"19,28%",
,SP,351860,Sp-Guariba,9.459,38.609,"24,50%",
,SP,351870,Sp-Guaruja,48.937,294.973,"16,59%",
,SP,351880,Sp-Guarulhos,393.030,1.345.364,"29,21%",
,SP,351885,Sp-Guatapara,1.647,7.462,"22,07%",
,SP,351890,Sp-Guzolandia,481,4.276,"11,25%",
,SP,351900,Sp-Herculandia,1.697,9.302,"18,24%",
,SP,351905,Sp-Holambra,12.930,15.596,"82,91%",
,SP,351907,Sp-Hortolandia,53.346,247.331,"21,57%",
,SP,351910,Sp-Iacanga,2.952,10.633,"27,76%",
,SP,351920,Sp-Iacri,843,6.207,"13,58%",
,SP,351925,Sp-Iaras,1.784,8.257,"21,61%",
,SP,351930,Sp-Ibate,7.924,33.110,"23,93%",
,SP,351940,Sp-Ibira,2.261,11.934,"18,95%",
,SP,351950,Sp-Ibirarema,1.147,6.461,"17,75%",
,SP,351960,Sp-Ibitinga,18.307,61.908,"29,57%",
,SP,351970,Sp-Ibiuna,17.704,77.651,"22,80%",
,SP,351980,Sp-Icem,1.508,7.969,"18,92%",
,SP,351990,Sp-Iepe,792,7.739,"10,23%",
,SP,352000,Sp-Igaracu do Tiete,2.036,23.430,"8,69%",
,SP,352010,Sp-Igarapava,6.159,26.755,"23,02%",
,SP,352020,Sp-Igarata,1.459,10.904,"13,38%",
,SP,352030,Sp-Iguape,2.603,29.881,"8,71%",
,SP,352040,Sp-Ilhabela,8.771,36.329,"24,14%",
,SP,352042,Sp-Ilha Comprida,1.419,13.955,"10,17%",
,SP,352044,Sp-Ilha Solteira,4.071,26.240,"15,51%",
,SP,352050,Sp-Indaiatuba,94.987,267.796,"35,47%",
,SP,352060,Sp-Indiana,594,5.191,"11,44%",
,SP,352070,Sp-Indiapora,416,4.109,"10,12%",
,SP,352080,Sp-Inubia Paulista,725,3.671,"19,75%",
,SP,352090,Sp-Ipaucu,3.115,13.933,"22,36%",
,SP,352100,Sp-Ipero,7.703,37.999,"20,27%",
,SP,352110,Sp-Ipeuna,2.074,6.999,"29,63%",
,SP,352115,Sp-Ipigua,1.296,7.037,"18,42%",
,SP,352120,Sp-Iporanga,248,4.091,"6,06%",
,SP,352130,Sp-Ipua,2.303,14.691,"15,68%",
,SP,352140,Sp-Iracemapolis,7.596,22.435,"33,86%",
,SP,352150,Sp-Irapua,943,6.946,"13,58%",
,SP,352160,Sp-Irapuru,504,7.145,"7,05%",
,SP,352170,Sp-Itabera,2.958,18.258,"16,20%",
,SP,352180,Sp-Itai,4.982,25.930,"19,21%",
,SP,352190,Sp-Itajobi,4.257,17.420,"24,44%",
,SP,352200,Sp-Itaju,951,3.702,"25,69%",
,SP,352210,Sp-Itanhaem,12.542,117.435,"10,68%",
,SP,352215,Sp-Itaoca,215,3.490,"6,16%",
,SP,352220,Sp-Itapecerica da Serra,25.998,163.928,"15,86%",
,SP,352230,Sp-Itapetininga,40.949,163.774,"25,00%",
,SP,352240,Sp-Itapeva,19.203,92.324,"20,80%",
,SP,352250,Sp-Itapevi,36.195,241.924,"14,96%",
,SP,352260,Sp-Itapira,24.082,73.919,"32,58%",
,SP,352265,Sp-Itapirapua Paulista,603,4.405,"13,69%",83
,SP,352270,Sp-Itapolis,11.534,40.464,"28,50%",
,SP,352280,Sp-Itaporanga,1.830,14.260,"12,83%",
,SP,352290,Sp-Itapui,4.924,13.984,"35,21%",
,SP,352300,Sp-Itapura,432,4.014,"10,76%",
,SP,352310,Sp-Itaquaquecetuba,53.915,382.521,"14,09%",
,SP,352320,Sp-Itarare,8.170,45.327,"18,02%",
,SP,352330,Sp-Itariri,1.489,15.762,"9,45%",
,SP,352340,Sp-Itatiba,41.131,126.403,"32,54%",
,SP,352350,Sp-Itatinga,2.987,19.427,"15,38%",
,SP,352360,Sp-Itirapina,4.868,16.433,"29,62%",
,SP,352370,Sp-Itirapua,802,5.861,"13,68%",
,SP,352380,Sp-Itobi,988,8.210,"12,03%",
,SP,352390,Sp-Itu,59.694,174.561,"34,20%",
,SP,352400,Sp-Itupeva,33.960,74.119,"45,82%",
,SP,352410,Sp-Ituverava,7.559,38.451,"19,66%",
,SP,352420,Sp-Jaborandi,683,6.293,"10,85%",
,SP,352430,Sp-Jaboticabal,24.237,73.467,"32,99%",
,SP,352440,Sp-Jacarei,53.221,249.968,"21,29%",
,SP,352450,Sp-Jaci,3.958,7.878,"50,24%",
,SP,352460,Sp-Jacupiranga,3.230,16.254,"19,87%",
,SP,352470,Sp-Jaguariuna,35.590,61.801,"57,59%",
,SP,352480,Sp-Jales,12.168,50.017,"24,33%",
,SP,352490,Sp-Jambeiro,3.606,6.575,"54,84%",
,SP,352500,Sp-Jandira,21.218,121.988,"17,39%",
,SP,352510,Sp-Jardinopolis,10.681,46.868,"22,79%",
,SP,352520,Sp-Jarinu,10.714,39.531,"27,10%",
,SP,352530,Sp-Jau,43.048,137.323,"31,35%",
,SP,352540,Sp-Jeriquara,609,3.976,"15,32%",
