codigo_ibge,UF-Município,anomes_s,qtd_pes_pob,qtd_pes_baixa_renda,qtd_pes_acima_meio_sm,total,pop. IBGE 2024,% no cad unico,% pobreza
316200,Mg-Sao Goncalo do Sapucai,202503,5370,3124,3006,11500,24.480,"46,98%","21,94%"
316210,Mg-Sao Gotardo,202503,5436,5593,6938,17967,43.309,"41,49%","12,55%"
316220,Mg-Sao Joao Batista do Gloria,202503,610,1035,1258,2903,7.912,"36,69%","7,71%"
316225,Mg-Sao Joao da Lagoa,202503,2120,781,874,3775,4.950,"76,26%","42,83%"
316230,Mg-Sao Joao da Mata,202503,863,300,331,1494,3.000,"49,80%","28,77%"
316240,Mg-Sao Joao da Ponte,202503,9244,4164,3587,16995,24.269,"70,03%","38,09%"
316245,Mg-Sao Joao das Missoes,202503,5184,3492,1955,10631,13.467,"78,94%","38,49%"
316250,Mg-Sao Joao Del Rei,202503,10215,9543,9787,29545,94.062,"31,41%","10,86%"
316255,Mg-Sao Joao do Manhuacu,202503,4992,1975,1764,8731,11.614,"75,18%","42,98%"
316257,Mg-Sao Joao do Manteninha,202503,1878,960,1132,3970,5.468,"72,60%","34,35%"
316260,Mg-Sao Joao do Oriente,202503,2912,1431,1662,6005,7.139,"84,12%","40,79%"
316265,Mg-Sao Joao do Pacui,202503,1585,623,876,3084,4.052,"76,11%","39,12%"
316270,Mg-Sao Joao do Paraiso,202503,5946,3848,2841,12635,24.604,"51,35%","24,17%"
316280,Mg-Sao Joao Evangelista,202503,3653,2404,2075,8132,15.617,"52,07%","23,39%"
316290,Mg-Sao Joao Nepomuceno,202503,4185,3990,4562,12737,26.478,"48,10%","15,81%"
316292,Mg-Sao Joaquim de Bicas,202503,9292,4851,4736,18879,36.496,"51,73%","25,46%"
316294,Mg-Sao Jose da Barra,202503,1159,1144,1095,3398,8.084,"42,03%","14,34%"
316295,Mg-Sao Jose da Lapa,202503,4198,3233,3497,10928,27.710,"39,44%","15,15%"
316300,Mg-Sao Jose da Safira,202503,1796,607,669,3072,3.861,"79,56%","46,52%"
316310,Mg-Sao Jose da Varginha,202503,698,762,741,2201,4.677,"47,06%","14,92%"
316320,Mg-Sao Jose do Alegre,202503,703,829,667,2199,4.242,"51,84%","16,57%"
316330,Mg-Sao Jose do Divino,202503,1416,524,691,2631,3.501,"75,15%","40,45%"
316340,Mg-Sao Jose do Goiabal,202503,1245,857,840,2942,5.492,"53,57%","22,67%"
316350,Mg-Sao Jose do Jacuri,202503,2170,920,761,3851,6.298,"61,15%","34,46%"
316360,Mg-Sao Jose do Mantimento,202503,1183,282,305,1770,2.834,"62,46%","41,74%"
316370,Mg-Sao Lourenco,202503,6327,5648,5968,17943,46.653,"38,46%","13,56%"
316380,Mg-Sao Miguel do Anta,202503,2289,811,957,4057,6.430,"63,09%","35,60%"
316390,Mg-Sao Pedro da Uniao,202503,1007,578,493,2078,4.979,"41,74%","20,22%"
316400,Mg-Sao Pedro dos Ferros,202503,845,1159,1490,3494,7.194,"48,57%","11,75%"
316410,Mg-Sao Pedro do Suacui,202503,1903,737,719,3359,5.166,"65,02%","36,84%"
316420,Mg-Sao Romao,202503,3308,1060,984,5352,10.553,"50,72%","31,35%"
316430,Mg-Sao Roque de Minas,202503,1147,720,806,2673,7.341,"36,41%","15,62%"
316440,Mg-Sao Sebastiao da Bela Vista,202503,600,1146,950,2696,6.694,"40,27%","8,96%"
316443,Mg-Sao Sebastiao da Vargem Alegre,202503,648,527,617,1792,3.219,"55,67%","20,13%"
316447,Mg-Sao Sebastiao do Anta,202503,3545,908,952,5405,6.386,"84,64%","55,51%"
316450,Mg-Sao Sebastiao do Maranhao,202503,2928,1620,1801,6349,10.244,"61,98%","28,58%"
316460,Mg-Sao Sebastiao do Oeste,202503,1720,1070,1085,3875,9.355,"41,42%","18,39%"
316470,Mg-Sao Sebastiao do Paraiso,202503,7384,7410,6789,21583,74.742,"28,88%","9,88%"
316480,Mg-Sao Sebastiao do Rio Preto,202503,291,183,156,630,1.248,"50,48%","23,32%"
316490,Mg-Sao Sebastiao do Rio Verde,202503,311,369,373,1053,2.373,"44,37%","13,11%"
316500,Mg-Sao Tiago,202503,1555,1649,1865,5069,11.517,"44,01%","13,50%"
316510,Mg-Sao Tomas de Aquino,202503,1148,855,660,2663,6.853,"38,86%","16,75%"
316520,Mg-Sao Tome das Letras,202503,985,1212,1071,3268,7.089,"46,10%","13,89%"
316530,Mg-Sao Vicente de Minas,202503,1431,844,1019,3294,6.935,"47,50%","20,63%"
316540,Mg-Sapucai-Mirim,202503,1206,1126,970,3302,6.462,"51,10%","18,66%"
316550,Mg-Sardoa,202503,2602,712,791,4105,5.164,"79,49%","50,39%"
316553,Mg-Sarzedo,202503,5285,4270,5664,15219,39.327,"38,70%","13,44%"
316555,Mg-Setubinha,202503,4974,1789,1257,8020,10.032,"79,94%","49,58%"
316556,Mg-Sem-Peixe,202503,653,364,437,1454,2.441,"59,57%","26,75%"
316557,Mg-Senador Amaral,202503,2555,1213,603,4371,6.458,"67,68%","39,56%"
316560,Mg-Senador Cortes,202503,348,618,517,1483,2.319,"63,95%","15,01%"
316570,Mg-Senador Firmino,202503,1646,1400,1346,4392,7.945,"55,28%","20,72%"
316580,Mg-Senador Jose Bento,202503,211,257,265,733,2.137,"34,30%","9,87%"
316590,Mg-Senador Modestino Goncalves,202503,1428,622,1076,3126,4.035,"77,47%","35,39%"
316600,Mg-Senhora de Oliveira,202503,1856,698,557,3111,5.584,"55,71%","33,24%"
316610,Mg-Senhora do Porto,202503,911,498,515,1924,3.088,"62,31%","29,50%"
316620,Mg-Senhora dos Remedios,202503,3215,1244,1289,5748,10.640,"54,02%","30,22%"
316630,Mg-Sericita,202503,3105,1218,761,5084,7.536,"67,46%","41,20%"
316640,Mg-Seritinga,202503,250,202,165,617,1.864,"33,10%","13,41%"
316650,Mg-Serra Azul de Minas,202503,1709,845,653,3207,3.829,"83,76%","44,63%"
316660,Mg-Serra da Saudade,202503,75,131,125,331,854,"38,76%","8,78%"
316670,Mg-Serra dos Aimores,202503,1671,1395,1320,4386,6.936,"63,24%","24,09%"
316680,Mg-Serra do Salitre,202503,2693,1666,2485,6844,12.210,"56,05%","22,06%"
316690,Mg-Serrania,202503,894,1513,1635,4042,7.802,"51,81%","11,46%"
316695,Mg-Serranopolis de Minas,202503,1647,732,858,3237,4.496,"72,00%","36,63%"
316700,Mg-Serranos,202503,668,163,204,1035,2.035,"50,86%","32,83%"
316710,Mg-Serro,202503,4966,3551,3031,11548,22.550,"51,21%","22,02%"
316720,Mg-Sete Lagoas,202503,30763,19255,20312,70330,237.931,"29,56%","12,93%"
316730,Mg-Silveirania,202503,556,454,401,1411,2.391,"59,01%","23,25%"
316740,Mg-Silvianopolis,202503,1345,615,663,2623,6.336,"41,40%","21,23%"
316750,Mg-Simao Pereira,202503,553,354,401,1308,3.060,"42,75%","18,07%"
316760,Mg-Simonesia,202503,7752,3214,2159,13125,20.339,"64,53%","38,11%"
316770,Mg-Sobralia,202503,1954,660,798,3412,5.175,"65,93%","37,76%"
316780,Mg-Soledade de Minas,202503,537,933,482,1952,5.733,"34,05%","9,37%"
316790,Mg-Tabuleiro,202503,667,878,643,2188,4.098,"53,39%","16,28%"
316800,Mg-Taiobeiras,202503,8788,6645,4799,20232,34.392,"58,83%","25,55%"
316805,Mg-Taparuba,202503,1443,474,515,2432,3.492,"69,64%","41,32%"
316810,Mg-Tapira,202503,1118,441,543,2102,4.212,"49,91%","26,54%"
316820,Mg-Tapirai,202503,324,229,400,953,1.707,"55,83%","18,98%"
316830,Mg-Taquaracu de Minas,202503,1233,556,730,2519,4.368,"57,67%","28,23%"
316840,Mg-Tarumirim,202503,4159,1505,1740,7404,15.072,"49,12%","27,59%"
316850,Mg-Teixeiras,202503,2744,1580,1908,6232,12.634,"49,33%","21,72%"
316860,Mg-Teofilo Otoni,202503,27653,18513,19717,65883,142.571,"46,21%","19,40%"
316870,Mg-Timoteo,202503,8815,7589,8910,25314,84.087,"30,10%","10,48%"
316880,Mg-Tiradentes,202503,1445,1053,864,3362,8.008,"41,98%","18,04%"
316890,Mg-Tiros,202503,1338,779,755,2872,8.172,"35,14%","16,37%"
316900,Mg-Tocantins,202503,3606,2372,2943,8921,16.574,"53,83%","21,76%"
316905,Mg-Tocos do Moji,202503,886,323,437,1646,3.899,"42,22%","22,72%"
316910,Mg-Toledo,202503,1276,1014,1085,3375,7.541,"44,76%","16,92%"
316920,Mg-Tombos,202503,2528,1003,1303,4834,8.699,"55,57%","29,06%"
316930,Mg-Tres Coracoes,202503,8931,10966,8603,28500,78.079,"36,50%","11,44%"
316935,Mg-Tres Marias,202503,5174,3798,4040,13012,29.927,"43,48%","17,29%"
316940,Mg-Tres Pontas,202503,7433,6622,5273,19328,57.086,"33,86%","13,02%"
316950,Mg-Tumiritinga,202503,2494,866,973,4333,5.973,"72,54%","41,75%"
316960,Mg-Tupaciguara,202503,6567,2637,4073,13277,26.482,"50,14%","24,80%"
316970,Mg-Turmalina,202503,4993,3887,3948,12828,20.650,"62,12%","24,18%"
316980,Mg-Turvolandia,202503,1341,910,743,2994,5.078,"58,96%","26,41%"
316990,Mg-Uba,202503,12678,12990,13733,39401,107.222,"36,75%","11,82%"
317000,Mg-Ubai,202503,5413,1443,1228,8084,11.977,"67,50%","45,19%"
317005,Mg-Ubaporanga,202503,3390,2125,2036,7551,13.423,"56,25%","25,26%"
317010,Mg-Uberaba,202503,37153,22609,26278,86040,354.142,"24,30%","10,49%"
317020,Mg-Uberlandia,202503,66263,64724,84202,215189,754.954,"28,50%","8,78%"
317030,Mg-Umburatiba,202503,914,438,405,1757,2.742,"64,08%","33,33%"
317040,Mg-Unai,202503,8293,10881,12834,32008,90.724,"35,28%","9,14%"
317043,Mg-Uniao de Minas,202503,869,455,682,2006,3.848,"52,13%","22,58%"
317047,Mg-Uruana de Minas,202503,949,646,858,2453,3.360,"73,01%","28,24%"
317050,Mg-Urucania,202503,927,1607,1974,4508,10.875,"41,45%","8,52%"
317052,Mg-Urucuia,202503,3257,1658,1765,6680,18.291,"36,52%","17,81%"
317057,Mg-Vargem Alegre,202503,2660,713,1092,4465,5.834,"76,53%","45,59%"
317060,Mg-Vargem Bonita,202503,400,345,719,1464,2.206,"66,36%","18,13%"
317065,Mg-Vargem Grande do Rio Pardo,202503,1808,998,846,3652,4.727,"77,26%","38,25%"
317070,Mg-Varginha,202503,8801,10244,6902,25947,142.802,"18,17%","6,16%"
317075,Mg-Varjao de Minas,202503,1624,733,870,3227,7.243,"44,55%","22,42%"
317080,Mg-Varzea da Palma,202503,7910,4131,4981,17022,34.639,"49,14%","22,84%"
317090,Mg-Varzelandia,202503,8869,3130,2332,14331,19.214,"74,59%","46,16%"
317100,Mg-Vazante,202503,2266,1689,2090,6045,20.433,"29,58%","11,09%"
317103,Mg-Verdelandia,202503,3394,1263,1308,5965,7.770,"76,77%","43,68%"
317107,Mg-Veredinha,202503,1746,975,1330,4051,5.257,"77,06%","33,21%"
317110,Mg-Verissimo,202503,704,332,599,1635,3.480,"46,98%","20,23%"
317115,Mg-Vermelho Novo,202503,1834,933,746,3513,5.034,"69,79%","36,43%"
317120,Mg-Vespasiano,202503,26093,15856,16723,58672,136.826,"42,88%","19,07%"
317130,Mg-Vicosa,202503,9372,9237,8975,27584,79.221,"34,82%","11,83%"
317140,Mg-Vieiras,202503,1189,622,784,2595,3.780,"68,65%","31,46%"
317150,Mg-Mathias Lobato,202503,1300,482,625,2407,3.069,"78,43%","42,36%"
317160,Mg-Virgem da Lapa,202503,3618,2125,2783,8526,11.867,"71,85%","30,49%"
317170,Mg-Virginia,202503,2374,1539,1844,5757,9.142,"62,97%","25,97%"
317180,Mg-Virginopolis,202503,972,2144,2026,5142,10.519,"48,88%","9,24%"
317190,Mg-Virgolandia,202503,1351,778,764,2893,4.530,"63,86%","29,82%"
317200,Mg-Visconde do Rio Branco,202503,5063,6783,7467,19313,40.608,"47,56%","12,47%"
317210,Mg-Volta Grande,202503,1342,707,824,2873,4.473,"64,23%","30,00%"
317220,Mg-Wenceslau Braz,202503,483,307,273,1063,2.387,"44,53%","20,23%"
320334,Es-Marechal Floriano,202503,1316,2530,2693,6539,18.743,"34,89%","7,02%"
320190,Es-Domingos Martins,202503,2989,5480,3645,12114,37.972,"31,90%","7,87%"
320150,Es-Colatina,202503,10679,16599,18376,45654,128.622,"35,49%","8,30%"
320495,Es-Sao Roque do Canaa,202503,966,2082,1644,4692,11.271,"41,63%","8,57%"
320320,Es-Linhares,202503,16147,23755,18038,57940,181.912,"31,85%","8,88%"
320245,Es-Ibatiba,202503,2435,5588,3796,11819,27.308,"43,28%","8,92%"
320140,Es-Castelo,202503,4129,3988,4000,12117,39.396,"30,76%","10,48%"
320460,Es-Santa Teresa,202503,2564,2331,2261,7156,23.796,"30,07%","10,77%"
320455,Es-Santa Maria de Jetiba,202503,5112,5373,4509,14994,45.062,"33,27%","11,34%"
320240,Es-Guarapari,202503,15365,20030,15116,50511,134.944,"37,43%","11,39%"
320506,Es-Venda Nova do Imigrante,202503,2950,3174,3784,9908,25.168,"39,37%","11,72%"
320503,Es-Vargem Alta,202503,2388,2874,3108,8370,20.353,"41,12%","11,73%"
320520,Es-Vila Velha,202503,59849,44089,46522,150460,502.899,"29,92%","11,90%"
320260,Es-Iconha,202503,1542,1330,1656,4528,12.793,"35,39%","12,05%"
320290,Es-Itarana,202503,1338,1376,1530,4244,10.984,"38,64%","12,18%"
320335,Es-Marilandia,202503,1621,2242,2583,6446,13.014,"49,53%","12,46%"
320313,Es-Joao Neiva,202503,1797,2087,3187,7071,14.391,"49,13%","12,49%"
320530,Es-Vitoria,202503,44176,26605,31919,102700,342.800,"29,96%","12,89%"
320030,Es-Alfredo Chaves,202503,1861,1719,2159,5739,14.373,"39,93%","12,95%"
320470,Es-Sao Gabriel da Palha,202503,4648,4871,4675,14194,34.210,"41,49%","13,59%"
320120,Es-Cachoeiro de Itapemirim,202503,27379,20110,25259,72748,198.323,"36,68%","13,81%"
320440,Es-Rio Novo do Sul,202503,1613,1462,1463,4538,11.479,"39,53%","14,05%"
320010,Es-Afonso Claudio,202503,4779,6537,5237,16553,32.446,"51,02%","14,73%"
320435,Es-Rio Bananal,202503,3010,3814,1622,8446,20.229,"41,75%","14,88%"
320501,Es-Sooretama,202503,4282,5986,5979,16247,28.453,"57,10%","15,05%"
320265,Es-Irupi,202503,2377,3649,2351,8377,14.513,"57,72%","16,38%"
320060,Es-Aracruz,202503,16943,14212,17562,48717,102.410,"47,57%","16,54%"
320500,Es-Serra,202503,95554,65258,66723,227535,572.274,"39,76%","16,70%"
320090,Es-Barra de Sao Francisco,202503,7821,6996,8448,23265,45.250,"51,41%","17,28%"
320390,Es-Nova Venecia,202503,9398,6992,8959,25349,52.084,"48,67%","18,04%"
320300,Es-Iuna,202503,5510,5827,3677,15014,30.444,"49,32%","18,10%"
320170,Es-Conceicao do Castelo,202503,2282,1875,1579,5736,12.448,"46,08%","18,33%"
320225,Es-Governador Lindenberg,202503,2181,1723,1901,5805,11.467,"50,62%","19,02%"
320040,Es-Anchieta,202503,6198,4042,3921,14161,32.584,"43,46%","19,02%"
320080,Es-Baixo Guandu,202503,6297,4012,4897,15206,32.694,"46,51%","19,26%"
320200,Es-Dores do Rio Preto,202503,1374,1498,1343,4215,6.885,"61,22%","19,96%"
320510,Es-Viana,202503,15709,10629,11736,38074,78.442,"48,54%","20,03%"
320316,Es-Laranja da Terra,202503,2320,1525,1357,5202,11.572,"44,95%","20,05%"
320180,Es-Divino de Sao Lourenco,202503,1078,1109,627,2814,5.359,"52,51%","20,12%"
320310,Es-Jeronimo Monteiro,202503,2515,1775,2635,6925,12.079,"57,33%","20,82%"
320070,Es-Atilio Vivacqua,202503,2316,1671,2400,6387,11.013,"58,00%","21,03%"
320230,Es-Guacui,202503,6685,5207,5356,17248,31.290,"55,12%","21,36%"
320250,Es-Ibiracu,202503,2634,2092,4461,9187,12.261,"74,93%","21,48%"
320220,Es-Fundao,202503,4050,2787,3774,10611,18.824,"56,37%","21,52%"
320270,Es-Itaguacu,202503,3037,1720,2152,6909,14.065,"49,12%","21,59%"
320490,Es-Sao Mateus,202503,28902,20044,25620,74566,133.359,"55,91%","21,67%"
320020,Es-Alegre,202503,6820,3736,4571,15127,30.744,"49,20%","22,18%"
320210,Es-Ecoporanga,202503,5051,4021,3756,12828,22.670,"56,59%","22,28%"
320130,Es-Cariacica,202503,85407,49006,52383,186796,375.485,"49,75%","22,75%"
320115,Es-Brejetuba,202503,3111,3266,1621,7998,13.642,"58,63%","22,80%"
320410,Es-Pinheiros,202503,5801,4228,3922,13951,24.825,"56,20%","23,37%"
320450,Es-Santa Leopoldina,202503,3290,1497,1640,6427,13.747,"46,75%","23,93%"
320400,Es-Pancas,202503,4617,2455,2974,10046,19.270,"52,13%","23,96%"
320370,Es-Muniz Freire,202503,4584,2918,2544,10046,18.811,"53,40%","24,37%"
320305,Es-Jaguare,202503,7916,5178,4849,17943,31.232,"57,45%","25,35%"
320013,Es-Aguia Branca,202503,2583,1402,1863,5848,10.124,"57,76%","25,51%"
320110,Es-Bom Jesus do Norte,202503,2749,1840,2530,7119,10.764,"66,14%","25,54%"
320430,Es-Presidente Kennedy,202503,3755,2400,2908,9063,14.647,"61,88%","25,64%"
320420,Es-Piuma,202503,6090,3370,3748,13208,23.682,"55,77%","25,72%"
320515,Es-Vila Pavao,202503,2396,1383,1660,5439,9.298,"58,50%","25,77%"
320360,Es-Mucurici,202503,1558,1119,1337,4014,5.660,"70,92%","27,53%"
320350,Es-Montanha,202503,5521,3405,4413,13339,19.752,"67,53%","27,95%"
320517,Es-Vila Valerio,202503,3993,2090,1574,7657,14.263,"53,68%","28,00%"
320405,Es-Pedro Canario,202503,6380,3985,4714,15079,22.048,"68,39%","28,94%"
320380,Es-Muqui,202503,4126,1846,2045,8017,14.213,"56,41%","29,03%"
320465,Es-Sao Domingos do Norte,202503,2641,1257,1724,5622,9.008,"62,41%","29,32%"
320332,Es-Marataizes,202503,13352,6039,6410,25801,45.418,"56,81%","29,40%"
320480,Es-Sao Jose do Calcado,202503,3478,1618,2645,7741,11.373,"68,06%","30,58%"
320050,Es-Apiaca,202503,2333,1252,1911,5496,7.474,"73,53%","31,21%"
320340,Es-Mimoso do Sul,202503,7966,3384,4973,16323,25.179,"64,83%","31,64%"
320330,Es-Mantenopolis,202503,4195,2003,1976,8174,13.173,"62,05%","31,85%"
320100,Es-Boa Esperanca,202503,4672,2388,2623,9683,14.079,"68,78%","33,18%"
320280,Es-Itapemirim,202503,14524,5546,6225,26295,43.362,"60,64%","33,49%"
320160,Es-Conceicao da Barra,202503,10148,5064,6337,21549,28.953,"74,43%","35,05%"
320016,Es-Agua Doce do Norte,202503,4415,1637,2151,8203,12.559,"65,32%","35,15%"
320035,Es-Alto Rio Novo,202503,2966,1153,1057,5176,7.747,"66,81%","38,29%"
320425,Es-Ponto Belo,202503,2637,1071,1471,5179,6.696,"77,34%","39,38%"
320255,Es-Ibitirama,202503,4759,1441,1173,7373,9.973,"73,93%","47,72%"
330420,Rj-Resende,202503,16552,11930,13114,41596,137.612,"30,23%","12,03%"
330340,Rj-Nova Friburgo,202503,26137,14765,14469,55371,203.328,"27,23%","12,85%"
330220,Rj-Itaperuna,202503,15835,11870,14241,41946,107.246,"39,11%","14,77%"
330515,Rj-Sao Jose do Vale do Rio Preto,202503,3451,3519,2005,8975,22.799,"39,37%","15,14%"
330630,Rj-Volta Redonda,202503,43380,21249,32408,97037,279.898,"34,67%","15,50%"
330040,Rj-Barra Mansa,202503,28577,13238,14776,56591,181.688,"31,15%","15,73%"
330030,Rj-Barra do Pirai,202503,15981,8759,8789,33529,98.501,"34,04%","16,22%"
330022,Rj-Areal,202503,2014,2279,2020,6313,12.236,"51,59%","16,46%"
330060,Rj-Bom Jesus do Itabapoana,202503,6304,5829,7001,19134,37.172,"51,47%","16,96%"
330320,Rj-Nilopolis,202503,26736,9903,10857,47496,155.544,"30,54%","17,19%"
330330,Rj-Niteroi,202503,91939,28102,33492,153533,516.720,"29,71%","17,79%"
330210,Rj-Itaocara,202503,4240,2980,3281,10501,23.643,"44,41%","17,93%"
330460,Rj-Santa Maria Madalena,202503,1919,1084,805,3808,10.579,"36,00%","18,14%"
330470,Rj-Santo Antonio de Padua,202503,8065,4829,6465,19359,43.686,"44,31%","18,46%"
330205,Rj-Italva,202503,2693,1607,1850,6150,14.517,"42,36%","18,55%"
330411,Rj-Porto Real,202503,3912,2452,2515,8879,21.064,"42,15%","18,57%"
330455,Rj-Rio de Janeiro,202503,1250609,424593,408991,2084193,6.729.894,"30,97%","18,58%"
330390,Rj-Petropolis,202503,54867,27163,32516,114546,294.983,"38,83%","18,60%"
330150,Rj-Cordeiro,202503,4014,2297,2431,8742,21.444,"40,77%","18,72%"
330225,Rj-Itatiaia,202503,6190,3591,3594,13375,32.694,"40,91%","18,93%"
330400,Rj-Pirai,202503,5565,2898,2490,10953,29.054,"37,70%","19,15%"
330240,Rj-Macae,202503,51351,21505,18896,91752,264.138,"34,74%","19,44%"
330050,Rj-Bom Jardim,202503,5805,2655,2806,11266,29.736,"37,89%","19,52%"
330490,Rj-Sao Goncalo,202503,188422,66806,73305,328533,960.652,"34,20%","19,61%"
330095,Rj-Comendador Levy Gasparian,202503,1797,1368,1447,4612,9.044,"51,00%","19,87%"
330270,Rj-Marica,202503,42318,34398,49311,126027,211.986,"59,45%","19,96%"
330370,Rj-Paraiba do Sul,202503,8915,5256,5135,19306,44.467,"43,42%","20,05%"
330015,Rj-Aperibe,202503,2337,1360,1529,5226,11.420,"45,76%","20,46%"
330510,Rj-Sao Joao de Meriti,202503,95985,32183,30424,158592,466.536,"33,99%","20,57%"
330130,Rj-Casimiro de Abreu,202503,10068,5348,4693,20109,48.563,"41,41%","20,73%"
330412,Rj-Quatis,202503,2940,1405,1351,5696,14.158,"40,23%","20,77%"
330110,Rj-Cantagalo,202503,4170,1872,1619,7661,19.996,"38,31%","20,85%"
330452,Rj-Rio das Ostras,202503,35625,13962,14073,63660,168.099,"37,87%","21,19%"
330620,Rj-Vassouras,202503,7640,3836,3535,15011,35.904,"41,81%","21,28%"
330480,Rj-Sao Fidelis,202503,8920,4699,3180,16799,41.197,"40,78%","21,65%"
330580,Rj-Teresopolis,202503,38545,19697,18139,76381,176.692,"43,23%","21,81%"
330590,Rj-Trajano de Morais,202503,2365,1384,795,4544,10.652,"42,66%","22,20%"
330395,Rj-Pinheiral,202503,5715,2281,2684,10680,25.085,"42,58%","22,78%"
330610,Rj-Valenca,202503,16332,7052,6735,30119,71.462,"42,15%","22,85%"
330070,Rj-Cabo Frio,202503,54439,23641,22038,100118,238.166,"42,04%","22,86%"
330280,Rj-Mendes,202503,4149,1911,2523,8583,18.049,"47,55%","22,99%"
330023,Rj-Armacao de Buzios,202503,9766,5453,5514,20733,42.442,"48,85%","23,01%"
330385,Rj-Paty do Alferes,202503,7299,4475,3256,15030,31.345,"47,95%","23,29%"
330520,Rj-Sao Pedro da Aldeia,202503,25797,10839,9650,46286,110.556,"41,87%","23,33%"
330310,Rj-Natividade,202503,3715,1624,2123,7462,15.550,"47,99%","23,89%"
330010,Rj-Angra dos Reis,202503,43038,17937,19417,80392,179.120,"44,88%","24,03%"
330120,Rj-Carmo,202503,4296,1786,2252,8334,17.740,"46,98%","24,22%"
330160,Rj-Duas Barras,202503,2753,1293,1118,5164,11.354,"45,48%","24,25%"
330600,Rj-Tres Rios,202503,20324,9653,9874,39851,82.300,"48,42%","24,70%"
330180,Rj-Engenheiro Paulo de Frontin,202503,3138,1290,1350,5778,12.648,"45,68%","24,81%"
330290,Rj-Miguel Pereira,202503,6986,2490,2889,12365,28.123,"43,97%","24,84%"
330440,Rj-Rio Claro,202503,4498,1926,2901,9325,17.950,"51,95%","25,06%"
330450,Rj-Rio das Flores,202503,2338,1373,1240,4951,9.264,"53,44%","25,24%"
330025,Rj-Arraial do Cabo,202503,8279,4224,5907,18410,32.794,"56,14%","25,25%"
330513,Rj-Sao Jose de Uba,202503,1870,1202,1141,4213,7.315,"57,59%","25,56%"
330100,Rj-Campos dos Goytacazes,202503,133156,46639,35238,215033,519.011,"41,43%","25,66%"
330380,Rj-Parati,202503,12243,4753,5387,22383,47.614,"47,01%","25,71%"
330415,Rj-Quissama,202503,5956,3834,4259,14049,23.126,"60,75%","25,75%"
330115,Rj-Cardoso Moreira,202503,3455,1752,2518,7725,13.403,"57,64%","25,78%"
330540,Rj-Sapucaia,202503,4736,2334,2558,9628,18.289,"52,64%","25,90%"
330530,Rj-Sao Sebastiao do Alto,202503,2102,1073,1567,4742,7.999,"59,28%","26,28%"
330090,Rj-Cambuci,202503,4036,1581,1994,7611,15.070,"50,50%","26,78%"
330093,Rj-Carapebus,202503,3952,1542,2288,7782,14.325,"54,32%","27,59%"
330285,Rj-Mesquita,202503,49466,15308,16962,81736,178.803,"45,71%","27,67%"
330260,Rj-Mangaratiba,202503,12203,3720,4237,20160,43.624,"46,21%","27,97%"
330187,Rj-Iguaba Grande,202503,8532,4383,5485,18400,29.577,"62,21%","28,85%"
330300,Rj-Miracema,202503,8239,2966,3902,15107,28.411,"53,17%","29,00%"
330550,Rj-Saquarema,202503,27713,15421,20837,63971,95.201,"67,20%","29,11%"
330430,Rj-Rio Bonito,202503,17537,5493,6308,29338,59.113,"49,63%","29,67%"
330020,Rj-Araruama,202503,41071,13868,14862,69801,137.773,"50,66%","29,81%"
330230,Rj-Laje do Muriae,202503,2273,1037,1688,4998,7.584,"65,90%","29,97%"
330560,Rj-Silva Jardim,202503,6631,2849,3001,12481,22.026,"56,66%","30,11%"
330080,Rj-Cachoeiras de Macacu,202503,18147,5704,6119,29970,59.837,"50,09%","30,33%"
330360,Rj-Paracambi,202503,13281,4204,4269,21754,43.656,"49,83%","30,42%"
330200,Rj-Itaguai,202503,37931,10727,11914,60572,123.980,"48,86%","30,59%"
